"","custid","SUBSCRIBE","Disc","Title","LastOrder","Pcode","DA_Income","DA_Under20","DA_Over60","DA_Single","NumDeliv","NumMeals","MealsPerDeliv","Healthy","Veggie","Meaty","Special","TotPurch","Weeks3Meals","Sample"
"1578",1142776,"N","Senior","NA",2017-12-03,"G6G 0C",79.4,334,171,20,16,16,1,2,2,5,7,172.778464883566,NA,"Validation"
"1579",2232606,"Y","NA","Mr",2017-12-25,"E2A 1T",64.9,112,201,9,18,36,2,1,5,9,21,458.04498399049,1,"Validation"
"1580",2943701,"N","NA","Mr",2018-01-02,"E5T 3G",77.4,188,130,40,11,33,3,2,0,21,10,390.083492869511,NA,"Validation"
"1581",2133544,NA,"NA","Mrs",2018-02-28,"K9V 2C1",43.1,271,129,57,20,40,2,23,9,0,8,474.388957619667,NA,"Holdout"
"1582",1112652,NA,"Student","Mr",2018-01-04,"B1G 3Z9",NA,155,NA,NA,27,27,1,18,1,7,1,338.60446046479,NA,"Holdout"
"1583",2882221,"N","NA","Mr",2018-02-27,"T4L 0G4",31.8,185,159,24,17,51,3,36,3,11,1,542.359032087028,NA,"Estimation"
"1584",3127846,"N","NA","Mr",2018-01-24,"E4H 0Z5",49.9,228,226,49,27,54,2,14,17,21,2,558.902920302004,NA,"Validation"
"1585",1477477,"N","NA","Mrs",2018-01-24,"G6G 1L2",83.5,128,200,19,18,36,2,22,0,14,0,424.514321096241,NA,"Estimation"
"1586",2459581,NA,"NA","Mr",2018-01-18,"E1J 2Y1",93,269,288,46,18,36,2,0,0,34,2,491.535741582513,NA,"Holdout"
"1587",1219047,"N","NA","Mr",2018-01-20,"R9A 2T9",35.3,85,101,49,28,56,2,0,0,1,55,618.3488907516,NA,"Estimation"
"1588",3030200,NA,"NA","Ms",2017-12-30,"K2S 1Z3",82,183,170,37,13,39,3,2,7,11,19,492.479632956907,NA,"Holdout"
"1589",2110473,"N","Senior","NA",2018-01-28,"T4V 0R3",76.8,84,173,28,21,21,1,13,0,4,4,280.904498012736,NA,"Estimation"
"1590",2863702,"N","NA","Ms",2018-02-06,"R5G 2J",69.3,141,135,84,20,20,1,12,8,0,0,273.134688362479,NA,"Estimation"
"1591",1824102,"N","NA","NA",2018-02-11,"J0X 2W",57.5,361,75,46,43,43,1,0,0,16,27,508.670744106174,NA,"Validation"
"1592",2547710,"N","NA","Mrs",2017-12-20,"E8A 3R",52.9,181,127,27,21,42,2,0,1,0,41,528.953327637166,NA,"Estimation"
"1593",2555055,"N","Senior","Ms",2018-02-26,"K7G 0Y",73,339,129,39,23,46,2,3,10,22,11,568.34765567258,NA,"Validation"
"1594",3214900,NA,"NA","Mr",2017-12-03,"G6L 3T",94.1,183,238,33,17,51,3,9,0,10,32,612.915082097054,NA,"Holdout"
"1595",2066937,"N","Senior","NA",2018-01-06,"B2E 1P",40.2,161,147,41,18,18,1,8,4,0,6,226.973669573665,NA,"Estimation"
"1596",2591550,"N","Senior","NA",2018-01-05,"R1A 1W",49,162,127,28,16,48,3,3,1,24,20,512.093642324209,NA,"Validation"
"1597",3169188,"Y","NA","Mr",2018-01-26,"G5V 1H",102.8,249,127,10,15,30,2,11,3,9,7,405.693028718233,2,"Validation"
"1598",1395881,"N","Senior","Mr",2018-03-01,"J8N 2W",45.9,134,142,47,38,76,2,13,1,61,1,909.460328280926,NA,"Validation"
"1599",2710683,"N","NA","Mrs",2017-12-13,"M4W 2R",17.5,261,121,70,25,25,1,1,0,9,15,300.776301929727,NA,"Validation"
"1600",2241744,"N","Senior","NA",2017-11-23,"J5R 0V",70.3,147,176,90,15,30,2,17,4,9,0,367.192808836699,NA,"Validation"
"1601",3032599,"Y","NA","NA",2018-01-17,"N3Y 0L3",76.9,321,182,63,35,105,3,53,1,8,43,1068.11873945408,4,"Estimation"
"1602",3076045,NA,"NA","Mr",2018-02-26,"L7B 0K9",70.3,142,139,39,13,13,1,0,2,1,10,166.082656061277,NA,"Holdout"
"1603",3227784,NA,"NA","Mrs",2018-02-20,"E3E 3C8",NA,81,NA,NA,12,24,2,11,0,7,6,331.176098942757,NA,"Holdout"
"1604",2878677,NA,"NA","Mr",2018-02-27,"M1B 2Y6",76.9,304,175,22,30,60,2,15,1,23,21,789.448665864766,NA,"Holdout"
"1605",2144356,"N","Senior","Mr",2017-11-12,"L7J 1W0",66.5,249,115,40,12,36,3,3,4,0,29,409.882013350725,NA,"Estimation"
"1606",2213068,NA,"Senior","Mr",2018-01-25,"B2G 2Z3",88.4,132,166,46,14,28,2,13,0,9,6,389.510092064738,NA,"Holdout"
"1607",2314509,NA,"NA","NA",2018-02-20,"T4X 2L5",76,116,185,19,21,42,2,11,0,11,20,491.081642903388,NA,"Holdout"
"1608",1498055,NA,"NA","NA",2017-12-17,"L9S 0V2",83.9,199,169,32,20,20,1,9,0,0,11,265.089208446443,NA,"Holdout"
"1609",2437740,NA,"NA","Mrs",2018-01-17,"E8P 0P8",76.5,249,170,47,18,36,2,10,4,1,21,461.5019787848,NA,"Holdout"
"1610",1960519,"N","NA","NA",2018-01-30,"E7P 3V",78.2,182,129,28,33,33,1,11,0,22,0,436.295674100518,NA,"Validation"
"1611",2612535,NA,"NA","NA",2018-02-28,"E4X 3R",85.2,199,132,54,33,66,2,0,1,48,17,733.866904869676,NA,"Holdout"
"1612",1617644,"N","NA","NA",2017-12-24,"E8P 2J",24.3,210,131,64,24,48,2,2,0,24,22,651.373214185238,NA,"Estimation"
"1613",3200859,"N","NA","NA",2017-12-27,"T7Z 0L",80.4,237,149,43,24,72,3,59,1,2,10,744.085843071342,NA,"Estimation"
"1614",1729827,NA,"NA","NA",2017-12-14,"J5A 1G",NA,117,NA,NA,6,12,2,6,1,0,5,150.196641594172,NA,"Holdout"
"1615",2657669,"N","Student","NA",2017-12-05,"E5P 2J",77.3,373,171,11,13,26,2,12,1,13,0,289.81412736699,NA,"Estimation"
"1616",3214773,"N","NA","NA",2017-12-21,"J8N 0S",96.3,106,186,40,22,44,2,10,2,29,3,532.432936698198,NA,"Estimation"
"1617",2056781,NA,"Student","Ms",2018-01-12,"E5M 0C",61,104,156,5,25,50,2,22,1,1,26,611.608816031367,NA,"Holdout"
"1618",2372035,"N","NA","Ms",2017-11-03,"J1A 3L",53.8,183,251,18,12,24,2,15,5,3,1,299.669538483024,NA,"Validation"
"1619",2485614,"N","NA","Ms",2018-02-12,"E7B 0V",68.3,193,100,40,25,50,2,10,0,35,5,504.162208084017,NA,"Estimation"
"1620",2174870,"N","NA","Ms",2017-12-02,"E5A 0R",101.7,214,222,28,11,22,2,13,0,2,7,288.985374890268,NA,"Validation"
"1621",3057719,"N","NA","Mrs",2018-01-27,"N4X 2K1",72,181,211,26,30,90,3,76,8,0,6,1022.81004901975,NA,"Validation"
"1622",1189849,NA,"Student","Ms",2018-01-20,"G0C 3L6",73,192,101,27,16,32,2,6,25,0,1,346.153179109097,2,"Holdout"
"1623",2234050,"N","NA","NA",2018-02-03,"J3T 1W6",59.1,185,92,44,20,20,1,0,3,3,14,269.462366849184,NA,"Validation"
"1624",2013638,NA,"Senior","Ms",2018-01-21,"J5W 0S1",59.4,252,87,25,20,20,1,9,2,2,7,223.037352003157,NA,"Holdout"
"1625",1315363,"N","NA","Mrs",2018-01-08,"G0T 0J4",67.2,189,202,52,20,40,2,0,9,30,1,426.97663910687,NA,"Validation"
"1626",1907147,"N","NA","Mr",2018-01-24,"A0E 1Y1",38.2,182,156,12,14,28,2,21,0,7,0,390.633452273905,NA,"Estimation"
"1627",2909577,"N","Senior","Mrs",2018-02-09,"J5A 2L3",94.7,84,90,53,24,72,3,29,2,25,16,982.524826973677,NA,"Validation"
"1628",1470581,"N","NA","Mrs",2017-11-15,"J0M 3W4",63.3,76,137,38,16,32,2,5,2,3,22,348.4514092803,NA,"Validation"
"1629",1863166,NA,"Senior","Mr",2017-12-26,"V9G 0S7",30,172,127,14,24,72,3,15,0,24,33,746.986268565059,NA,"Holdout"
"1630",3133851,"N","Senior","NA",2018-02-24,"G0R 0K",NA,134,NA,NA,20,40,2,0,0,0,40,479.210897535086,NA,"Validation"
"1631",2964020,NA,"Senior","Mrs",2018-01-23,"J8H 1H",65.2,76,137,66,28,56,2,10,2,17,27,687.784400612116,NA,"Holdout"
"1632",1931910,NA,"NA","Mrs",2018-02-08,"E8B 3A",34.2,76,132,25,20,40,2,5,0,20,15,488.344710618258,NA,"Holdout"
"1633",1881463,"N","NA","Mrs",2018-01-21,"G0R 1H",111,250,270,0,15,15,1,1,0,4,10,158.52861857973,NA,"Estimation"
"1634",2468374,"N","NA","Mr",2017-12-17,"E5B 1H",47.7,207,191,16,17,51,3,24,11,13,3,707.172782180831,NA,"Estimation"
"1635",3153155,"N","NA","NA",2017-12-25,"T1G 3A",42.9,227,240,68,17,51,3,11,3,2,35,528.694549882784,NA,"Estimation"
"1636",3274017,"N","NA","Mrs",2017-11-01,"L6A 3A",79,84,131,34,10,10,1,1,1,4,4,103.533821534365,NA,"Estimation"
"1637",1373612,NA,"NA","NA",2018-02-16,"E6L 2W",90.7,154,69,39,24,48,2,19,4,1,24,665.015012383461,NA,"Holdout"
"1638",1179638,"N","Senior","NA",2018-02-15,"H7B 0V",66.1,193,177,37,21,21,1,11,2,7,1,285.051800435409,NA,"Validation"
"1639",3216155,NA,"NA","Mr",2018-01-23,"E5J 0E",74.5,151,118,35,35,35,1,6,1,7,21,446.872404124588,7,"Holdout"
"1640",2397851,"N","NA","Ms",2018-01-01,"L7J 0W",48,209,247,35,12,24,2,11,1,12,0,310.430514201522,NA,"Estimation"
"1641",2218764,NA,"NA","Mrs",2018-01-03,"J2N 1S7",89.1,162,58,47,9,18,2,10,0,0,8,194.339499872178,NA,"Holdout"
"1642",2754929,"N","NA","Mrs",2018-01-19,"N3Y 3P6",76.3,299,169,33,16,16,1,10,1,5,0,223.506198167801,NA,"Validation"
"1643",1565950,NA,"NA","Ms",2018-01-01,"S9X 1X3",72,236,222,35,13,13,1,1,2,1,9,161.838071063161,3,"Holdout"
"1644",2311519,NA,"NA","Mr",2018-01-07,"T1G 1Z9",85,174,173,36,13,26,2,17,0,1,8,354.590971402824,NA,"Holdout"
"1645",2694650,NA,"NA","Mr",2018-01-10,"H7X 3H8",90,229,99,18,11,11,1,6,0,1,4,110.07520461455,NA,"Holdout"
"1646",2126923,"N","NA","NA",2018-02-11,"J4V 0C8",55.3,171,143,43,27,54,2,26,2,8,18,633.112851720303,NA,"Estimation"
"1647",1177564,"N","Senior","NA",2018-01-31,"T9M 1G6",79.6,274,157,60,13,13,1,0,0,0,13,136.101491557434,NA,"Estimation"
"1648",1456822,"N","NA","NA",2018-01-10,"A1Y 2E4",50.2,273,269,11,23,92,4,57,5,0,30,945.824553884566,NA,"Estimation"
"1649",3186796,"N","Student","Mr",2018-02-24,"V4V 3E8",114.6,174,152,27,33,66,2,47,4,2,13,729.270107153803,NA,"Estimation"
"1650",1697421,NA,"NA","Mr",2018-01-31,"H8R 2L",79.1,182,141,42,34,34,1,0,1,8,25,415.726864226162,1,"Holdout"
"1651",3095402,"N","NA","Mr",2018-02-05,"T4X 1T",69.3,384,129,58,12,24,2,1,9,10,4,267.229199677706,NA,"Estimation"
"1652",2835171,"N","Senior","NA",2018-01-15,"K1E 2Y",60.2,205,153,22,30,60,2,41,8,11,0,811.729401312768,NA,"Estimation"
"1653",1679430,"N","NA","Mr",2018-02-24,"G4W 0G",65.6,130,151,9,18,36,2,4,5,10,17,418.911441877484,NA,"Estimation"
"1654",2596631,"N","NA","Mr",2017-10-27,"L4P 1W",48,224,234,40,8,16,2,14,0,0,2,206.708782732487,NA,"Estimation"
"1655",3231481,NA,"Senior","NA",2018-02-26,"J5A 0H",71.3,203,169,31,20,60,3,16,27,17,0,750.861812531948,NA,"Holdout"
"1656",2763535,"N","NA","Mr",2018-02-10,"L9T 2J",81.7,24,124,22,17,34,2,1,8,25,0,392.656160891056,NA,"Validation"
"1657",3104164,NA,"Student","Mr",2018-01-18,"J4V 2J",59.7,222,124,81,31,93,3,4,12,39,38,1158.93713026866,NA,"Holdout"
"1658",2996426,"N","NA","Mrs",2018-01-31,"H9P 3P",53.7,278,218,40,19,38,2,13,0,0,25,402.13326196745,NA,"Estimation"
"1659",3198593,NA,"NA","Mr",2018-02-01,"R4K 0G",37.4,172,100,71,37,111,3,44,1,11,55,1251.96101632342,NA,"Holdout"
"1660",1800545,"N","NA","Mr",2018-01-29,"T1G 0E",81.4,287,137,58,29,58,2,9,8,27,14,748.674834337085,NA,"Validation"
"1661",1952777,NA,"NA","NA",2018-02-09,"E8T 3S3",76.7,208,175,38,7,14,2,11,1,0,2,145.267030257732,0,"Holdout"
"1662",1417072,NA,"Senior","Mrs",2018-01-31,"J6N 0T0",65.8,275,160,26,18,54,3,6,3,44,1,553.182944588363,0,"Holdout"
"1663",3161970,"N","NA","Mr",2018-02-17,"A2H 0A1",59,197,74,12,28,84,3,74,0,3,7,1146.5395078361,NA,"Validation"
"1664",2785727,"Y","NA","Mrs",2018-02-08,"G3Z 3W6",75.2,206,175,45,43,86,2,62,8,14,2,1188.16395675391,1,"Estimation"
"1665",1659534,"Y","NA","Mrs",2018-02-08,"H7M 3P8",42.5,164,134,57,43,43,1,16,0,9,18,499.425866415724,0,"Validation"
"1666",2916735,NA,"NA","NA",2018-03-01,"E6J 1G9",40.5,263,242,81,22,44,2,17,10,14,3,446.771982051432,NA,"Holdout"
"1667",2739198,"N","Senior","NA",2018-02-21,"P8N 0L7",41.1,172,237,88,31,62,2,7,0,15,40,683.54796230793,NA,"Estimation"
"1668",1540445,"N","NA","Mrs",2017-11-14,"N7G 3K3",62.8,344,277,72,16,32,2,2,1,15,14,443.990480184555,NA,"Estimation"
"1669",1151500,NA,"NA","Ms",2018-01-24,"J8A 0T8",85.8,169,122,11,39,78,2,27,0,15,36,830.461558733135,NA,"Holdout"
"1670",1533092,"Y","NA","Mr",2018-02-06,"K7G 1Y",84.3,155,143,31,41,82,2,47,0,11,24,1111.3909785226,7,"Validation"
"1671",3283343,"N","NA","NA",2018-01-25,"G5H 3S",58.7,145,91,34,11,33,3,4,3,4,22,404.283548908308,NA,"Estimation"
"1672",1734863,"N","Senior","Mr",2018-02-07,"G5B 1H",NA,207,NA,NA,33,66,2,49,0,17,0,795.135285783559,NA,"Validation"
"1673",2012725,"N","NA","Ms",2017-12-14,"E7L 3L",47.1,260,118,26,19,38,2,13,2,1,22,435.728360723704,NA,"Validation"
"1674",2208236,"N","NA","Dr",2017-12-27,"B2T 2W",60.1,299,81,37,24,24,1,0,1,7,16,307.479541763663,NA,"Estimation"
"1675",2315044,NA,"NA","Mr",2017-12-30,"J2W 0H",55.3,248,122,12,13,39,3,16,1,0,22,448.228472577408,NA,"Holdout"
"1676",3308931,NA,"Student","NA",2018-01-29,"G5T 2B",73.2,41,122,42,24,72,3,37,3,5,27,735.465064913034,NA,"Holdout"
"1677",2966726,"N","Student","NA",2018-02-14,"E7B 3X",35,249,130,68,21,42,2,7,10,0,25,527.12594826892,NA,"Estimation"
"1678",1815121,NA,"NA","Mr",2018-01-06,"V0L 3S",93.7,307,186,23,19,38,2,26,0,11,1,439.452688552439,NA,"Holdout"
"1679",1183283,"Y","NA","Ms",2017-12-27,"B1B 1J",94.1,222,158,32,19,57,3,10,9,37,1,588.846075452864,2,"Estimation"
"1680",2432640,"N","Student","Ms",2018-01-18,"H0H 2B",89.6,24,160,25,21,21,1,13,0,8,0,286.723389420658,NA,"Estimation"
"1681",1196659,NA,"NA","NA",2018-01-31,"B0V 2H9",68.4,230,146,55,42,84,2,0,1,2,81,926.854856416583,4,"Holdout"
"1682",2249107,"N","NA","Mrs",2018-02-17,"J6R 3P0",93.1,157,166,41,21,42,2,10,3,0,29,563.88947192207,NA,"Estimation"
"1683",2953201,NA,"Senior","Mrs",2017-12-12,"L9N 0L2",79.7,197,183,48,22,44,2,22,9,0,13,509.869236245751,NA,"Holdout"
"1684",1973801,"Y","Senior","Ms",2018-02-09,"B1K 1E1",89.2,136,270,78,42,84,2,49,6,16,13,1028.99726770073,4,"Validation"
"1685",2964735,"N","Student","Mr",2018-01-07,"L3V 1R5",73.6,164,163,45,33,33,1,16,1,0,16,421.936722289771,NA,"Estimation"
"1686",3291992,NA,"NA","NA",2018-01-15,"G0S 1C4",75.8,210,160,45,36,36,1,3,1,2,30,386.970652744174,NA,"Holdout"
"1687",2879587,NA,"NA","NA",2018-01-23,"T1L 2L5",NA,105,NA,NA,12,24,2,10,0,3,11,326.747340962291,NA,"Holdout"
"1688",1139084,"N","Senior","Mr",2018-02-27,"T1P 0G1",59.2,211,97,31,41,82,2,45,10,17,10,872.575922030956,NA,"Validation"
"1689",2163799,"N","Senior","Mr",2018-02-05,"V1R 2A4",90.3,161,159,37,8,24,3,19,1,2,2,267.802120104432,NA,"Validation"
"1690",2469657,"N","Senior","Ms",2017-12-20,"B1K 2R",72,229,111,31,23,46,2,30,10,4,2,598.852719128132,NA,"Estimation"
"1691",1349064,"N","NA","Mrs",2018-02-24,"J0M 0C",45.6,113,203,48,31,31,1,3,5,9,14,330.250601010397,NA,"Validation"
"1692",1740142,"Y","NA","Mr",2018-01-30,"J0E 1H",50.8,277,106,29,38,114,3,84,8,17,5,1374.28448420763,5,"Estimation"
"1693",1130190,NA,"NA","NA",2018-01-30,"H7X 3L",58.9,203,110,54,15,30,2,2,5,10,13,400.863659586757,NA,"Holdout"
"1694",1147969,NA,"NA","NA",2018-02-24,"M8V 2J",112.4,24,192,48,11,33,3,13,1,1,18,362.036388175562,NA,"Holdout"
"1695",2627363,NA,"NA","Mrs",2018-01-18,"E5M 3X",66.4,133,194,13,28,56,2,29,9,2,16,749.231876134872,1,"Holdout"
"1696",2513935,"N","NA","Ms",2017-12-19,"E4T 0H",57.1,185,233,21,22,44,2,29,6,0,9,536.853992752731,NA,"Estimation"
"1697",1759183,"N","NA","NA",2017-11-15,"H3J 1L",NA,224,NA,NA,8,24,3,0,1,8,15,282.593926861882,NA,"Estimation"
"1698",2808042,NA,"Student","Ms",2018-02-02,"G6G 0C",32,241,159,22,37,37,1,18,0,0,19,390.412990547717,NA,"Holdout"
"1699",1592254,"Y","NA","Mrs",2017-12-02,"E2A 1T",94.4,310,168,37,13,26,2,3,7,0,16,261.151131033897,1,"Estimation"
"1700",1477142,"N","NA","NA",2018-02-03,"E5T 3G",53,156,177,73,7,14,2,3,0,9,2,154.03424725309,NA,"Estimation"
"1701",2030902,NA,"NA","NA",2018-02-28,"K9V 2C1",102.4,260,134,21,29,58,2,53,1,3,1,791.494268741459,NA,"Holdout"
"1702",2040459,NA,"NA","NA",2017-11-03,"B1G 3Z9",63.4,96,118,22,12,24,2,11,1,1,11,263.340425938368,NA,"Holdout"
"1703",2209732,"N","NA","Mr",2018-01-23,"T4L 0G4",23.5,171,149,70,18,36,2,14,5,7,10,482.218258559704,NA,"Estimation"
"1704",1182560,"N","NA","NA",2018-01-03,"E4H 0Z5",113.9,155,139,33,16,32,2,7,2,0,23,360.7254986763,NA,"Estimation"
"1705",1231249,"N","NA","Mrs",2017-11-22,"G6G 1L2",48.4,215,116,26,10,20,2,3,7,0,10,229.132611453533,NA,"Estimation"
"1706",1651289,NA,"NA","Mr",2018-02-05,"E1J 2Y1",59.9,111,220,15,24,48,2,0,0,7,41,543.815848857164,NA,"Holdout"
"1707",1810556,NA,"NA","NA",2018-02-03,"R9A 2T9",71.9,339,82,31,21,21,1,18,1,2,0,241.027380639687,NA,"Holdout"
"1708",2112521,"N","NA","Mr",2017-11-15,"K2S 1Z3",67.6,268,142,35,15,15,1,15,0,0,0,164.809698807076,NA,"Estimation"
"1709",2832796,NA,"NA","Ms",2017-12-03,"T4V 0R3",39.6,178,124,56,15,45,3,9,10,5,21,491.002496453002,NA,"Holdout"
"1710",2405644,"N","NA","Ms",2018-02-27,"R5G 2J",39.8,108,123,42,35,70,2,23,7,6,34,893.159711360931,NA,"Validation"
"1711",2086154,"N","NA","NA",2018-02-04,"J0X 2W",97.9,136,156,16,19,38,2,16,6,6,10,476.17226966098,NA,"Validation"
"1712",2039318,"Y","Senior","Mr",2017-12-15,"E8A 3R",55.8,193,112,69,23,46,2,1,9,1,35,534.117985475808,3,"Validation"
"1713",1516328,"N","NA","NA",2018-01-25,"K7G 0Y",86.6,24,229,17,12,24,2,0,1,3,20,256.507798612118,NA,"Validation"
"1714",1759825,"N","NA","Mr",2018-01-06,"G6L 3T",104.2,159,99,74,31,62,2,14,17,29,2,655.863159164786,NA,"Estimation"
"1715",2677781,NA,"NA","Ms",2018-02-16,"B2E 1P",54.4,278,217,8,32,64,2,1,0,25,38,728.687712192535,NA,"Holdout"
"1716",1811704,"N","NA","NA",2017-12-11,"R1A 1W",55.9,281,186,58,14,28,2,28,0,0,0,388.283097557724,NA,"Estimation"
"1717",2193921,"N","NA","Mr",2018-01-11,"G5V 1H",30.1,184,263,43,33,66,2,12,22,0,32,861.468925070018,NA,"Estimation"
"1718",2260437,NA,"NA","Mr",2018-01-02,"J8N 2W",108,219,205,61,15,45,3,11,0,3,31,487.486926689744,NA,"Holdout"
"1719",2104913,"N","NA","Mr",2018-01-26,"M4W 2R",54.9,136,212,41,29,58,2,18,0,5,35,755.552326574922,NA,"Validation"
"1720",2528224,"Y","NA","Mr",2018-01-27,"J5R 0V",62.4,148,263,52,38,76,2,8,34,2,32,1048.57934547961,1,"Estimation"
"1721",2786818,"N","NA","NA",2017-11-13,"N3Y 0L3",42.7,170,126,25,14,28,2,10,4,1,13,375.330304592848,NA,"Estimation"
"1722",2046950,"N","NA","Ms",2017-12-17,"L7B 0K9",84.8,252,139,53,25,50,2,4,14,5,27,535.192060098052,NA,"Estimation"
"1723",2013870,"N","NA","Ms",2017-11-26,"E3E 3C8",102.2,245,175,67,17,51,3,50,1,0,0,521.68449071981,NA,"Validation"
"1724",1774988,"N","Student","NA",2018-02-21,"M1B 2Y6",74.5,168,169,45,30,60,2,24,0,11,25,789.437444955111,NA,"Validation"
"1725",1961033,"N","Senior","Mr",2018-01-23,"L7J 1W0",62,274,238,45,24,48,2,17,12,0,19,618.287436693907,NA,"Estimation"
"1726",2653764,NA,"NA","Ms",2018-02-16,"B2G 2Z3",36.6,11,120,38,22,22,1,10,0,4,8,292.260860554874,NA,"Holdout"
"1727",1248700,"Y","NA","Ms",2018-02-17,"T4X 2L5",99.8,177,107,33,43,86,2,65,6,15,0,1150.35217222199,2,"Estimation"
"1728",1484851,"N","NA","Mrs",2017-12-28,"L9S 0V2",83.8,292,227,6,13,26,2,0,0,0,26,265.65973123163,NA,"Estimation"
"1729",1793723,NA,"NA","Mrs",2018-01-03,"E8P 0P8",69.2,309,153,41,18,54,3,31,0,0,23,572.681598734111,NA,"Holdout"
"1730",2869378,NA,"Senior","Mrs",2017-12-21,"E7P 3V",94.1,260,169,11,22,44,2,18,2,0,24,558.91720931977,NA,"Holdout"
"1731",3064795,NA,"Senior","Mrs",2018-02-13,"E4X 3R",96,209,193,1,40,120,3,94,19,1,6,1644.34596061707,1,"Holdout"
"1732",1986816,NA,"Senior","Mr",2018-02-15,"E8P 2J",60.8,214,125,65,19,19,1,3,2,2,12,232.551660396159,3,"Holdout"
"1733",1958585,"N","NA","Ms",2017-11-18,"T7Z 0L",45.5,164,169,40,16,48,3,21,6,18,3,508.841391474009,NA,"Validation"
"1734",1713912,"Y","NA","Ms",2018-02-16,"J5A 1G",89.3,119,112,79,17,51,3,0,6,1,44,607.224022217095,5,"Estimation"
"1735",1850957,NA,"NA","Mr",2018-01-23,"E5P 2J",83.9,157,149,36,37,74,2,27,0,22,25,743.978939622641,1,"Holdout"
"1736",1401804,"N","NA","Mrs",2018-01-21,"J8N 0S",60,189,179,46,19,38,2,20,17,1,0,395.498189337552,NA,"Validation"
"1737",1831659,"N","NA","Mr",2018-02-24,"E5M 0C",133.1,99,126,26,38,38,1,21,4,0,13,512.720640063286,NA,"Estimation"
"1738",3313353,NA,"Senior","NA",2018-02-18,"J1A 3L",19,182,140,55,40,120,3,56,32,22,10,1352.58221492171,6,"Holdout"
"1739",2604159,"Y","Senior","Mrs",2017-11-13,"E7B 0V",69.8,341,232,56,15,15,1,0,1,4,10,205.194164877757,1,"Validation"
"1740",2313376,"N","Senior","NA",2018-02-01,"E5A 0R",92.8,128,129,65,28,56,2,0,2,47,7,717.544129014015,NA,"Estimation"
"1741",1280678,"N","Senior","Mrs",2018-02-11,"N4X 2K1",99.6,108,157,6,20,40,2,6,0,12,22,510.048617124557,NA,"Validation"
"1742",2255166,NA,"NA","Mrs",2018-01-15,"G0C 3L6",89.5,156,134,31,26,52,2,26,0,23,3,538.371497407556,NA,"Holdout"
"1743",2600949,NA,"NA","NA",2018-02-07,"J3T 1W6",73,271,99,14,8,8,1,2,2,0,4,94.4205567389727,NA,"Holdout"
"1744",1553242,NA,"Student","Ms",2017-12-07,"J5W 0S1",85.8,141,165,20,23,46,2,35,0,11,0,515.857091203332,NA,"Holdout"
"1745",1342623,"N","Senior","Mrs",2018-01-04,"G0T 0J4",81.2,300,90,47,18,36,2,7,0,0,29,427.63052815944,NA,"Estimation"
"1746",3118796,"N","NA","Mrs",2017-11-15,"A0E 1Y1",69.5,111,153,30,16,32,2,0,0,20,12,431.254845917225,NA,"Estimation"
"1747",1234231,"N","NA","NA",2018-02-22,"J5A 2L3",52.5,177,164,35,13,26,2,1,0,20,5,297.684044636786,NA,"Estimation"
"1748",3219586,"Y","Senior","Ms",2018-01-13,"J0M 3W4",NA,157,NA,NA,12,24,2,4,2,7,11,313.288621947169,2,"Validation"
"1749",1733033,"N","NA","Mr",2018-02-03,"V9G 0S7",63,160,163,68,26,52,2,28,4,20,0,528.876067325473,NA,"Estimation"
"1750",1192347,"N","NA","Mrs",2018-02-04,"G0R 0K",64.1,160,119,33,27,108,4,2,73,14,19,1297.50390835851,NA,"Validation"
"1751",2952060,"Y","NA","Mr",2018-02-09,"J8H 1H",75.1,14,192,22,41,82,2,45,0,0,37,988.129289653152,9,"Estimation"
"1752",2656935,NA,"NA","NA",2018-01-05,"E8B 3A",70.2,107,165,22,13,13,1,8,0,5,0,158.578879063949,NA,"Holdout"
"1753",1308820,NA,"NA","Mr",2018-02-23,"G0R 1H",30.5,247,202,53,16,48,3,21,2,3,22,509.409261614084,NA,"Holdout"
"1754",1495669,"Y","Student","Mrs",2018-02-25,"E5B 1H",61.5,311,130,50,36,72,2,0,25,29,18,922.482015654445,1,"Validation"
"1755",2187740,NA,"NA","NA",2018-01-18,"T1G 3A",82.2,131,193,79,32,64,2,3,9,31,21,870.970501065254,NA,"Holdout"
"1756",3202525,"Y","NA","Mrs",2018-02-14,"L6A 3A",94.6,169,146,24,47,94,2,28,17,42,7,1196.36212510988,6,"Validation"
"1757",2555168,"N","NA","Mr",2017-12-25,"E6L 2W",44.6,86,288,32,21,21,1,0,3,10,8,224.097053641453,NA,"Estimation"
"1758",1497748,"N","NA","NA",2018-01-09,"H7B 0V",57,154,138,60,30,60,2,15,1,15,29,805.602976642549,NA,"Estimation"
"1759",1404434,"N","Student","NA",2017-12-01,"E5J 0E",21.1,225,110,11,7,14,2,1,7,0,6,162.763664312661,NA,"Estimation"
"1760",2152495,"N","NA","Mrs",2017-12-06,"L7J 0W",89.9,144,227,30,20,60,3,29,0,13,18,657.286509051919,NA,"Validation"
"1761",2379556,"Y","NA","Ms",2018-02-01,"J2N 1S7",70.1,218,137,24,39,117,3,5,70,42,0,1532.2354673557,4,"Validation"
"1762",1980738,"Y","NA","Ms",2018-01-26,"N3Y 3P6",85.8,191,169,50,10,20,2,1,2,9,8,220.932603105903,4,"Validation"
"1763",2115807,NA,"Senior","Mr",2018-02-18,"S9X 1X3",58.7,85,160,28,40,80,2,8,5,19,48,871.194273531437,5,"Holdout"
